Voxel51__hard-hat-detection/data/hard_hat_workers1082.png	225272	1789680222.3601286590
Voxel51__hard-hat-detection/data/hard_hat_workers1084.png	256577	1789680222.3801286830
Voxel51__hard-hat-detection/data/hard_hat_workers1086.png	252103	1789680222.4561287740
Voxel51__hard-hat-detection/data/hard_hat_workers109.png	288453	1789680222.8161292030
Voxel51__hard-hat-detection/data/hard_hat_workers1089.png	270392	1789680222.9361293460
Voxel51__hard-hat-detection/data/hard_hat_workers1090.png	311978	1789680223.0081294320
Voxel51__hard-hat-detection/data/hard_hat_workers1091.png	259349	1789680223.2481297210
Voxel51__hard-hat-detection/data/hard_hat_workers1092.png	298834	1789680223.4841300040
Voxel51__hard-hat-detection/data/hard_hat_workers1098.png	258674	1789680223.6521302060
Voxel51__hard-hat-detection/data/hard_hat_workers1097.png	306694	1789680223.6761302340
Voxel51__hard-hat-detection/data/hard_hat_workers1094.png	218749	1789680223.7241302930
Voxel51__hard-hat-detection/data/hard_hat_workers1093.png	250020	1789680223.7321303020
Voxel51__hard-hat-detection/data/hard_hat_workers1096.png	233888	1789680223.7521303260
Voxel51__hard-hat-detection/data/hard_hat_workers1095.png	197475	1789680223.7841303650
Voxel51__hard-hat-detection/data/hard_hat_workers1099.png	243530	1789680223.9681305860
Voxel51__hard-hat-detection/data/hard_hat_workers110.png	242749	1789680224.3201310130
Voxel51__hard-hat-detection/data/hard_hat_workers11.png	270865	1789680224.3201310130
Voxel51__hard-hat-detection/data/hard_hat_workers1100.png	284830	1789680224.3321310270
Voxel51__hard-hat-detection/data/hard_hat_workers1101.png	192719	1789680224.5921313420
Voxel51__hard-hat-detection/data/hard_hat_workers1102.png	222574	1789680224.7481315310
Voxel51__hard-hat-detection/data/hard_hat_workers1103.png	242147	1789680225.0281318710
Voxel51__hard-hat-detection/data/hard_hat_workers1108.png	233975	1789680225.0361318810
Voxel51__hard-hat-detection/data/hard_hat_workers1107.png	330154	1789680225.0481318950
Voxel51__hard-hat-detection/data/hard_hat_workers1105.png	246413	1789680225.1561320270
Voxel51__hard-hat-detection/data/hard_hat_workers1104.png	218193	1789680225.1601320320
Voxel51__hard-hat-detection/data/hard_hat_workers1106.png	286587	1789680225.2281321150
Voxel51__hard-hat-detection/data/hard_hat_workers1109.png	304323	1789680225.2801321780
Voxel51__hard-hat-detection/data/hard_hat_workers111.png	329712	1789680225.8161328340
Voxel51__hard-hat-detection/data/hard_hat_workers1110.png	193873	1789680225.9361329810
Voxel51__hard-hat-detection/data/hard_hat_workers1113.png	269189	1789680225.9841330400
Voxel51__hard-hat-detection/data/hard_hat_workers1111.png	319725	1789680225.9841330400
Voxel51__hard-hat-detection/data/hard_hat_workers1112.png	323924	1789680226.1881332900
Voxel51__hard-hat-detection/data/hard_hat_workers1115.png	238739	1789680226.2601333790
Voxel51__hard-hat-detection/data/hard_hat_workers1114.png	284254	1789680226.3761335220
Voxel51__hard-hat-detection/data/hard_hat_workers1118.png	288024	1789680226.4241335810
Voxel51__hard-hat-detection/data/hard_hat_workers1117.png	258746	1789680226.4441336060
Voxel51__hard-hat-detection/data/hard_hat_workers1119.png	193579	1789680226.5041336800
Voxel51__hard-hat-detection/data/hard_hat_workers1116.png	287894	1789680226.5201337000
Voxel51__hard-hat-detection/data/hard_hat_workers112.png	202538	1789680226.5321337140
Voxel51__hard-hat-detection/data/hard_hat_workers1122.png	262768	1789680227.3881347730
Voxel51__hard-hat-detection/data/hard_hat_workers1120.png	330052	1789680227.4081347980
Voxel51__hard-hat-detection/data/hard_hat_workers1123.png	246717	1789680227.4281348230
Voxel51__hard-hat-detection/data/hard_hat_workers1121.png	320105	1789680227.4681348720
Voxel51__hard-hat-detection/data/hard_hat_workers1124.png	261086	1789680227.6361350810
